bar,equity
1374,9762.26
1375,9762.26
1376,9762.26
1377,9762.26
1378,9757.82
1379,9757.82
1380,9757.82
1381,9757.82
1382,9757.82
1383,9757.82
1384,9757.82
1385,9757.82
1386,9754.36
1387,9752.87
1388,9752.87
1389,9752.87
1390,9752.87
1391,9752.87
1392,9752.87
1393,9752.87
1394,9752.87
1395,9752.87
1396,9752.87
1397,9751.37
1398,9749.88
1399,9749.88
1400,9749.88
1401,9749.88
1402,9769.28
1403,9769.28
1404,9769.28
1405,9769.28
1406,9773.28
1407,9773.28
1408,9773.28
1409,9773.28
1410,9773.28
1411,9773.28
1412,9773.28
1413,9773.28
1414,9773.28
1415,9773.28
1416,9773.28
1417,9773.28
1418,9773.28
1419,9773.28
1420,9773.28
1421,9774.65
1422,9773.9
1423,9772.4
1424,9772.4
1425,9777.58
1426,9777.58
1427,9777.58
1428,9777.58
1429,9777.58
1430,9777.58
1431,9777.58
1432,9777.58
1433,9777.58
1434,9777.58
1435,9777.58
1436,9777.58
1437,9777.58
1438,9777.58
1439,9777.58
1440,9777.58
1441,9777.58
1442,9777.58
1443,9777.58
1444,9779.67
1445,9779.67
1446,9782.69
1447,9781.19
1448,9779.74
1449,9778.3
1450,9778.3
1451,9778.3
1452,9778.3
1453,9778.3
1454,9778.3
1455,9778.3
1456,9778.3
1457,9778.3
1458,9775.78
1459,9775.78
1460,9775.78
1461,9775.78
1462,9775.78
1463,9775.78
1464,9775.78
1465,9775.78
1466,9775.78
1467,9775.78
1468,9775.78
1469,9774.29
1470,9774.29
1471,9774.29
1472,9774.29
1473,9776.33
1474,9778.06
1475,9778.06
1476,9778.06
1477,9778.06
1478,9778.06
1479,9782.06
1480,9781.31
1481,9781.31
1482,9781.31
1483,9781.31
1484,9781.31
1485,9781.31
1486,9781.31
1487,9781.31
1488,9781.31
1489,9781.31
1490,9781.31
1491,9781.31
1492,9793.49
1493,9790.62
1494,9789.87
1495,9787.97
1496,9791.93
1497,9791.93
1498,9791.93
1499,9791.93
1500,9791.93
1501,9791.93
1502,9791.93
1503,9791.93
1504,9791.93
1505,9791.93
1506,9791.93
1507,9791.93
1508,9791.93
1509,9789.14
1510,9789.14
1511,9789.14
1512,9789.14
1513,9789.14
1514,9789.14
1515,9789.14
1516,9789.14
1517,9789.14
1518,9789.14
1519,9789.14
1520,9789.14
1521,9789.14
1522,9789.14
1523,9789.14
1524,9789.14
1525,9789.14
1526,9789.14
1527,9789.14
1528,9789.14
1529,9789.14
1530,9789.14
1531,9789.14
1532,9789.14
1533,9789.14
1534,9789.14
1535,9789.14
1536,9787.92
1537,9787.92
1538,9787.92
1539,9787.92
1540,9783.06
1541,9783.06
1542,9783.06
1543,9783.06
1544,9783.06
1545,9782.7
1546,9782.7
1547,9784.77
1548,9783.28
1549,9783.28
1550,9782.53
1551,9781.03
1552,9779.58
1553,9779.58
1554,9781.5
1555,9778.72
1556,9777.97
1557,9777.97
1558,9776.2
1559,9776.2
1560,9776.2
1561,9776.2
1562,9776.2
1563,9773.37
1564,9772.65
1565,9770.07
1566,9769.32
1567,9769.32
1568,9769.32
1569,9769.32
1570,9769.32
1571,9769.32
1572,9766.8
1573,9766.8
1574,9766.8
1575,9766.8
1576,9766.8
1577,9766.8
1578,9766.8
1579,9766.8
1580,9766.8
1581,9766.8
1582,9766.8
1583,9766.8
1584,9766.8
1585,9766.8
1586,9766.8
1587,9766.8
1588,9766.8
1589,9765.41
1590,9763.07
1591,9763.07
1592,9763.07
1593,9763.07
1594,9763.07
1595,9763.07
1596,9763.07
1597,9763.07
1598,9763.07
1599,9763.07
1600,9763.07
1601,9763.07
1602,9763.07
1603,9763.07
1604,9763.07
1605,9763.07
1606,9763.07
1607,9763.07
1608,9763.07
1609,9763.07
1610,9771.55
1611,9770.06
1612,9768.56
1613,9774.74
1614,9773.25
1615,9771.75
1616,9771.75
1617,9771.75
1618,9771.75
1619,9770.26
1620,9770.26
1621,9770.26
1622,9770.26
1623,9770.26
1624,9770.26
1625,9770.26
1626,9766.02
1627,9766.02
1628,9766.02
1629,9766.02
1630,9766.02
1631,9766.02
1632,9766.02
1633,9766.02
1634,9766.02
1635,9775.89
1636,9768.26
1637,9766.76
1638,9765.27
1639,9763.83
1640,9762.39
1641,9762.39
1642,9758.15
1643,9758.15
1644,9758.15
1645,9758.15
1646,9758.15
1647,9758.15
